id,qid1,qid2,question1,question2,labels
600,1198,1199,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,delayed result of ceid clearance. Hi! I am under husband sponsor and I'm already hired in one of the semi-government companies.. I applied for Ceid last july but until now it is still pending and I don't know what is the reason of delay... Anybody here who has the same experience with me? thanx....,0
601,1200,1201,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Is there anybody to help me?. Hi; i need some help regarding my family visa etc.; plz... reply me with your contact information to my id. Thank u,1
602,1202,1203,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Does anyone know anything about the Qatar International School ?. Hello; Me and my family are thinking of re-locating to Doha. Does anyone know anything about the Qatar International School ? Or any other British schools there. Thanks; Roland,1
603,1204,1205,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Adoption in Qatar. Is it possible for an expatriate couple; to legally adopt a baby in Qatar? If so; does anyone know the procedure?,0
604,1206,1207,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Qatar Airways engineer here?. Hi have been called in for an interview for a position of aircraft engineer in Qatar Airways. Is there anyone here have similiar position or know how much they are offering?,1
605,1208,1209,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Qatar Construction Standards. Hello everyone; I need some help from anyone... I am trying to find a CD regarding Qatar Construction Standards or Qatar Construction Code.... I went to Urban Planning Dept in West Bay this a.m. but no luck... Would anyone know where I could get it from? Thanks in advance. getsevilla,0
606,1210,1211,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Hepatitis C (HCV) - Work permit. I have Hepatitis C (HCV); Can i get work permit?,0
607,1212,1213,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Is there anyone here married to a qatari?. I was working b4 in qatar. I left qatar last yr but wasn't able to get NOC from my company. my fiance is qatari but we're planning to get married outside qatar coz we don't have the approval yet in qatar gov't. Now; my problem is how am I goin to go back there with him? can he get me a family visa? Thanks in advance!,0
608,1214,1215,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Any idea about Vodafone Qatar office in Doha?. Dear all; Can someone give me any information(location/website/telephone) about the corporate office set up in Doha by the upcoming GSM operator Vodafone? hav fun; Jeppezzon,0
609,1216,1217,anybody here that could help me some more info about Qatar?. I will be working there starting December and I want to know the place better and prepareably information is coming from people who live there for a while.,Help; Sri Lankan House Maid.. Visa Available... Hello QL MEMBERS... I have Visa Approval for Sri Lankan Visa.. Can anyone Guide me how to GET a Maid from Srilanka without Brokers/Agent? Also Please Guide me STEP by STEP how to bring one from Srilanka Direct and then Make Everything ready here. If anyone know can help me to get her here? NOTE : Preferred MUSLIM .....Agents Please stay away..,0
610,1218,1219,where to find..... hi everyone! i haven't seen much of doha (yet); can anyone tell me where i could find furnitures? i'm looking specifically for a table i could put in my room (for studying and stuff) and a very comfortable chair. i'm looking for a modern-type one; but not too expensive :) i appreciate all the help i can get. thanks!!,Where to find CINNAMON in doha?. I dont know; its a kind of spice named CINNAMON; where to find it in Doha ?,0
611,1220,1221,where to find..... hi everyone! i haven't seen much of doha (yet); can anyone tell me where i could find furnitures? i'm looking specifically for a table i could put in my room (for studying and stuff) and a very comfortable chair. i'm looking for a modern-type one; but not too expensive :) i appreciate all the help i can get. thanks!!,where to find Viagra in doha. I want to try viagra; please where to find it in Doha? Does it require a prescription or its free on the shelf or a wassta to use the local jargon. thanks,0
612,1222,1223,where to find..... hi everyone! i haven't seen much of doha (yet); can anyone tell me where i could find furnitures? i'm looking specifically for a table i could put in my room (for studying and stuff) and a very comfortable chair. i'm looking for a modern-type one; but not too expensive :) i appreciate all the help i can get. thanks!!,Where to find Islamic books in English?. Does anyone know where I can get good islamic books related to women in English...I tried jarir but they dont have and the some of the islamic libraries I know are shut down now and some of them just have books in Arabic... any suggestions? Thanks in advance and jazakallahu khair,0
613,1224,1225,where to find..... hi everyone! i haven't seen much of doha (yet); can anyone tell me where i could find furnitures? i'm looking specifically for a table i could put in my room (for studying and stuff) and a very comfortable chair. i'm looking for a modern-type one; but not too expensive :) i appreciate all the help i can get. thanks!!,Where to get Kefir grains in Doha?. Hello there; Anybody knows where to get Kefir grains in Doha? Regards; NKL,0
